LAND1;BLAND;BEZEI
SI;029;GornjaRadgona
SI;030;GornjiGrad
SI;031;GornjiPetrovci
SI;032;Grosuplje
SI;033;Salovci
SI;034;Hrastnik
SI;035;Hrpelje-Kozina
SI;036;Idrija
SI;037;Ig
SI;038;IlirskaBistrica
SI;039;IvancnaGorica
SI;040;Izola-Isola
SI;041;Jesenice
SI;042;Jursinci
SI;043;Kamnik
SI;044;Kanal
SI;045;Kidricevo
SI;046;Kobarid
SI;047;Kobilje
SI;048;Kocevje
SI;049;Komen
SI;050;Koper-Capodistria
SI;051;Kozje
SI;052;Kranj
SI;053;KranjskaGora
SI;054;Krsko
SI;055;Kungota
SI;056;Kuzma
SI;057;Lasko
SI;058;Lenart
SI;059;Lendava-Lendva
SI;060;Litija
SI;061;Ljubljana
SI;062;Ljubno
SI;063;Ljutomer
SI;064;Logatec
SI;065;Loskadolina
SI;066;LoskiPotok
SI;067;Luce
SI;068;Lukovica
SI;069;Majsperk
SI;070;Maribor
SI;071;Medvode
SI;072;Menges
SI;073;Metlika
SI;074;Mezica
SI;075;Miren-Kostanjevica
SI;076;Mislinja
SI;077;Moravce
SI;078;MoravskeToplice
SI;079;Mozirje
SI;080;MurskaSobota
SI;081;Muta
SI;082;Naklo
SI;083;Nazarje
SI;084;NovaGorica
SI;085;Novomesto
SI;086;Odranci
SI;087;Ormoz
SI;088;Osilnica
SI;089;Pesnica
SI;090;Piran-Pirano
SI;091;Pivka
SI;092;Podcetrtek
SI;093;Podvelka
SI;094;Postojna
SI;095;Preddvor
SI;096;Ptuj
SI;097;Puconci
SI;098;Race-Fram
SI;099;Radece
SI;100;Radenci
SI;101;RadljeobDravi
SI;102;Radovljica
SI;103;RavnenaKoroskem
SI;104;Ribnica
SI;105;Rogasovci
SI;106;RogaskaSlatina
SI;107;Rogatec
SI;108;Ruse
SI;109;Semic
SI;110;Sevnica
SI;111;Sezana
SI;112;SlovenjGradec
SI;113;SlovenskaBistrica
SI;114;SlovenskeKonjice
SI;115;Starse
SI;116;SvetiJurij
SI;117;Sencur
SI;118;Sentilj
SI;119;Sentjernej
SI;120;SentjurpriCelju
SI;121;Skocjan
SI;122;SkofjaLoka
SI;123;Skofljica
SI;124;SmarjepriJelsah
SI;125;SmartnoobPaki
SI;126;Sostanj
SI;127;Store
SI;128;Tolmin
SI;129;Trbovlje
SI;130;Trebnje
SI;131;Trzic
SI;132;Turnisce
SI;133;Velenje
SI;134;VelikeLasce
SI;135;Videm
SI;136;Vipava
SI;137;Vitanje
SI;138;Vodice
SI;139;Vojnik
SI;140;Vrhnika
SI;141;Vuzenica
SI;142;ZagorjeobSavi
SI;143;Zavrc
SI;144;Zrece
SI;146;Zelezniki
SI;147;Ziri
SI;148;Benedikt
SI;149;BistricaobSotli
SI;150;Bloke
SI;151;Braslovce
SI;152;Cankova
SI;153;Cerkvenjak
SI;154;Dobje
SI;155;Dobrna
SI;156;Dobrovnik-Dobronak
SI;157;DolenjskeToplice
SI;158;Grad
SI;159;Hajdina
SI;160;Hoce-Slivnica
SI;161;Hodos-Hodos
SI;162;Horjul
SI;163;Jezersko
SI;164;Komenda
SI;165;Kostel
SI;166;Krizevci
SI;167;LovrencnaPohorju
SI;168;Markovci
SI;169;MiklavznaDravskem
SI;170;MirnaPec
SI;171;Oplotnica
SI;172;Podlehnik
SI;173;Polzela
SI;174;Prebold
SI;175;Prevalje
SI;176;Razkrizje
SI;177;RibnicanaPohorju
SI;178;SelnicaobDravi
SI;179;Sodrazica
SI;180;Solcava
SI;181;SvetaAna
SI;182;SvetiAndrazvSlov.
SI;183;Sempeter-Vrtojba
SI;184;Tabor
SI;185;TrnovskaVas
SI;186;Trzin
SI;187;VelikaPolana
SI;188;Verzej
SI;189;Vransko
SI;190;Zalec
SI;191;Zetale
SI;192;Zirovnica
SI;193;Zuzemberk
SI;194;SmartnopriLitiji
SI;195;Apace
SI;196;Cirkulane
SI;197;KosanjevicanaKrki
SI;198;Makole
SI;199;Mokronog–Trebelno
SI;200;Poljcane
SI;201;Rence-Vogrsko
SI;202;SredisceobDravi
SI;203;Straza
SI;204;SvetaTr.vSlov.G.
SI;205;SvetiTomaz
SI;206;SmarjeSkeToplice
SI;207;Gorje
SI;208;Log-Dragomer
SI;209;RecicaobSavinji
SI;210;SvetiJu.vSlov.G.
SI;211;Sentrupert
SI;212;Mina
SI;213;Ancarano
SK;101;BratislavaI
SK;102;BratislavaII
SK;103;BratislavaIII
SK;104;BratislavaIV
SK;105;BratislavaV
SK;106;Malacky
SK;107;Pezinok
SK;108;Senec
SK;201;DunajskaStreda
SK;202;Galanta
SK;203;Hlohovec
SK;204;Piestany
SK;205;Senica
SK;206;Skalica
SK;207;Trnava
SK;301;BanovcenadBebravou
SK;302;Ilava
SK;303;Myjava
SK;304;NoveMestonadVahom
SK;305;Partizanske
SK;306;PovazskaBystrica
SK;307;Prievidza
SK;308;Puchov
SK;309;Trencin
SK;401;Komarno
SK;402;Levice
SK;403;Nitra
SK;404;NoveZamky
SK;405;Saľa
SK;406;Topoľcany
SK;407;ZlateMoravce
SK;501;Bytca
SK;502;Cadca
SK;503;DolnyKubin
SK;504;KysuckeNoveMesto
SK;505;LiptovskyMikulas
SK;506;Martin
SK;507;Namestovo
SK;508;Ruzomberok
SK;509;TurcianskeTeplice
SK;510;Tvrdosin
SK;511;Zilina
SK;601;BanskaBystrica
SK;602;BanskaStiavnica
SK;603;Brezno
SK;604;Detva
SK;605;Krupina
SK;606;Lucenec
SK;607;Poltar
SK;608;Revuca
SK;609;RimavskaSobota
SK;610;VeľkyKrtis
SK;611;Zvolen
SK;612;Zarnovica
SK;613;ZiarnadHronom
SK;701;Bardejov
SK;702;Humenne
SK;703;Kezmarok
SK;704;Levoca
SK;705;Medzilaborce
SK;706;Poprad
SK;707;Presov
SK;708;Sabinov
SK;709;Snina
SK;710;StaraĽubovňa
SK;711;Stropkov
SK;712;Svidnik
SK;713;VranovnadTopľou
SK;801;Gelnica
SK;802;KosiceI
SK;803;KosiceII
SK;804;KosiceIII
SK;805;KosiceIV
SK;806;Kosice-okolie
SK;807;Michalovce
SK;808;Rozňava
SK;809;Sobrance
SK;810;SpisskaNovaVes
SK;811;Trebisov
SL;E;Eastern
SL;N;Northern
SL;NW;NorthWestern
SL;S;Southern
SL;W;WesternArea
SM;01;Acquaviva
SM;02;Chiesanuova
SM;03;Domagnano
SM;04;Faetano
SM;05;Fiorentino
SM;06;BorgoMaggiore
SM;07;SanMarino
SM;08;Montegiardino
SM;09;Serravalle
SN;DB;Diourbel
SN;DK;Dakar
SN;FK;Fatick
SN;KA;Kaffrine
SN;KD;Kolda
SN;KE;Kédougou
SN;KL;Kaolack
SN;LG;Louga
SN;MT;Matam
SN;SE;Sédhiou
SN;SL;Saint-Louis
SN;TC;Tambacounda
SN;TH;Thiès
SN;ZG;Ziguinchor
SO;AW;Awdal
SO;BK;Bakool
SO;BN;Banaadir
SO;BR;Bari
SO;BY;Bay
SO;GA;Galguduud
SO;GE;Gedo
SO;HI;Hiiraan
SO;JD;MiddleJuba
SO;JH;LowerJuba
SO;MU;Mudug
SO;NU;Nugaal
SO;SA;Sanaag
SO;SD;MiddleShebelle
SO;SH;LowerShebelle
SO;SO;Sool
SO;TO;Togdheer
SO;WO;WoqooyiGalbeed
SR;BR;Brokopondo
SR;CM;Commewijne
SR;CR;Coronie
SR;MA;Marowijne
SR;NI;Nickerie
SR;PM;Paramaribo
SR;PR;Para
SR;SA;Saramacca
SR;SI;Sipaliwini
SR;WA;Wanica
SS;BN;NorthernBahrGhazal
SS;BW;WesternBahrGhazal
SS;EC;CentralEquatoria
SS;EE;EasternEquatoria
SS;EW;WesternEquatoria
SS;JG;Jonglei
SS;LK;Lakes
SS;NU;UpperNile
SS;UY;Unity
SS;WR;Warrap
ST;P;Príncipe
ST;S;SãoTomé
SV;AH;Ahuachapán
SV;CA;Cabañas
SV;CH;Chalatenango
SV;CU;Cuscatlán
SV;LI;LaLibertad
SV;MO;Morazán
SV;PA;LaPaz
SV;SA;SantaAna
SV;SM;SanMiguel
SV;SO;Sonsonate
SV;SS;SanSalvador
SV;SV;SanVicente
SV;UN;LaUnión
SV;US;Usulután
SY;DI;Damascus
SY;DR;Dar'a
SY;DY;Dairaz-Zaur
SY;HA;Al-Hasaka
SY;HI;Homs
SY;HL;Aleppo
SY;HM;Hama
SY;ID;Idlib
SY;LA;Latakia
SY;QU;Al-Qunaitira
SY;RA;Ar-Raqqah
SY;RD;RifDimashq
SY;SU;As-Suwaida
SY;TA;Tartus
SZ;HH;Hhohho
SZ;LU;Lubombo
SZ;MA;Manzini
SZ;SH;Shiselweni
TD;BA;Batha
TD;BG;BahrelGhazal
TD;BO;Borkou
TD;CB;Chari-Baguirmi
TD;EE;Ennedi-Est
TD;EO;Ennedi-Ouest
TD;GR;Guéra
TD;HL;HadjerLamis
TD;KA;Kanem
TD;LC;Lac
TD;LO;Logone-Occidental
TD;LR;Logone-Oriental
TD;MA;Mandoul
TD;MC;Moyen-Chari
TD;ME;Mayo-Kebbi-Est
TD;MO;Mayo-Kebbi-Ouest
TD;ND;VilledeNdjamena
TD;OD;Ouaddaï
TD;SA;Salamat
TD;SI;Sila
TD;TA;Tandjilé
TD;TI;Tibesti
TD;WF;WadiFira
TG;C;Centrale
TG;K;Kara
TG;M;Maritime(Région)
TG;P;Plateaux
TG;S;Savanes
TH;01;AmnatCharoen
TH;02;AngThong
TH;03;Buriram
TH;04;Chachoengsao
TH;05;ChaiNat
TH;06;Chaiyaphum
TH;07;Chanthaburi
TH;08;ChiangMai
TH;09;ChiangRai
TH;10;KrungThepMahanakorn
TH;11;SamutPrakan
TH;12;Nonthaburi
TH;13;PathumThani
TH;14;PhraNakhonSiAyut.
TH;15;AngThong
TH;16;LopBuri
TH;17;SingBuri
TH;18;ChaiNat
TH;19;Saraburi
TH;20;ChonBuri
TH;21;Rayong
TH;22;Chanthaburi
TH;23;Trat
TH;24;Chachoengsao
TH;25;PrachinBuri
TH;26;NakhonNayok
TH;27;SaKaeo
TH;28;NakhonPhanom
TH;29;NakhonRatchasima
TH;30;NakhonRatchasima
TH;31;BuriRam
TH;32;Surin
TH;33;SiSaKet
TH;34;UbonRatchathani
TH;35;Yasothon
TH;36;Chaiyaphum
TH;37;AmnatCharoen
TH;38;BuengKan
TH;39;NongBuaLamPhu
TH;40;KhonKaen
TH;41;UdonThani
TH;42;Loei
TH;43;NongKhai
TH;44;MahaSarakham
TH;45;RoiEt
TH;46;Kalasin
TH;47;SakonNakhon
TH;48;NakhonPhanom
TH;49;Mukdahan
TH;50;ChiangMai
TH;51;Lamphun
TH;52;Lampang
TH;53;Uttaradit
TH;54;Phrae
TH;55;Nan
TH;56;Phayao
TH;57;ChiangRai
TH;58;MaeHongSon
TH;60;NakhonSawan
TH;61;UthaiThani
TH;62;KamphaengPhet
TH;63;Tak
TH;64;Sukhothai
TH;65;Phitsanulok
TH;66;Phichit
TH;67;Phetchabun
TH;70;Ratchaburi
TH;71;Kanchanaburi
